title,type,genres,releaseYear,imdbAverageRating
Scary Movie V,movie,"Comedy, Horror",2013,3.5
The Other One's Mug,movie,Comedy,1979,6
La garce,movie,"Crime, Drama, Thriller",1984,5.3
The Flower of My Secret,movie,"Comedy, Drama",1995,7
Charlie's Angels,movie,"Action, Adventure, Comedy",2000,5.6
Pride & Prejudice,movie,"Drama, Romance",2005,7.8
The Kingdom,movie,"Action, Drama, Thriller",2007,7
The Lady Banker,movie,"Comedy, Drama",1980,6.2
Monster-in-Law,movie,"Comedy, Romance",2005,5.6
The Brave One,movie,"Action, Crime, Drama",2007,6.7
Les Misérables,movie,"Crime, Drama, Romance",1998,7.4
Asoka,movie,"Action, Biography, Drama",2001,6.4
My Super Ex-Girlfriend,movie,"Comedy, Romance, Sci-Fi",2006,5.2
Legends of the Fall,movie,"Drama, Romance, War",1994,7.5
The Devil's Own,movie,"Action, Crime, Drama",1997,6.2
Diva,movie,"Crime, Music, Thriller",1981,7.1
The Spirit of the Beehive,movie,"Drama, Fantasy",1973,7.8
The Assassination of Jesse James by the Coward Robert Ford,movie,"Biography, Crime, Drama",2007,7.5
30 Days of Night,movie,"Action, Horror, Thriller",2007,6.6
My Best Friend,movie,Comedy,2006,6.6
Conversations with My Gardener,movie,"Comedy, Drama",2007,7.1
Panic Room,movie,"Crime, Drama, Thriller",2002,6.8
Lady Vengeance,movie,"Crime, Drama, Thriller",2005,7.5
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003,7.1
The Machinist,movie,"Drama, Thriller",2004,7.6
Sex and the City,movie,"Comedy, Drama, Romance",2008,5.7
Michael Clayton,movie,"Crime, Drama, Mystery",2007,7.2
Je t'aime moi non plus,movie,Drama,1976,5.9
Sense and Sensibility,movie,"Drama, Romance",1995,7.7
"Lust, Caution",movie,"Drama, History, Romance",2007,7.5
Armored,movie,"Action, Crime, Mystery",2009,5.7
The Sum of All Fears,movie,"Action, Drama, Thriller",2002,6.5
Hot Fuzz,movie,"Action, Comedy, Mystery",2007,7.8
Ödipussi,movie,"Comedy, Romance",1988,7.4
Sympathy for Mr. Vengeance,movie,"Crime, Drama, Thriller",2002,7.5
"Attention, Papa Arrives!",movie,"Comedy, Family",1991,7.9
Du bist nicht allein,movie,"Comedy, Drama, Romance",2007,6.4
Gone Baby Gone,movie,"Crime, Drama, Mystery",2007,7.6
Runaway Bride,movie,"Comedy, Romance",1999,5.6
Layer Cake,movie,"Action, Crime, Drama",2004,7.3
"Farewell, Friend",movie,"Action, Crime, Drama",1968,6.7
The Invasion,movie,"Sci-Fi, Thriller",2007,5.9
Confessions of a Dangerous Mind,movie,"Biography, Comedy, Crime",2002,7
The Curious Case of Benjamin Button,movie,"Drama, Fantasy, Romance",2008,7.8
Howl's Moving Castle,movie,"Adventure, Animation, Family",2004,8.2
Une femme à sa fenêtre,movie,Drama,1976,6.1
The International,movie,"Action, Crime, Drama",2009,6.5
Gothika,movie,"Horror, Mystery, Thriller",2003,5.8
Five Times Two,movie,"Drama, Romance",2004,6.6
American Gangster,movie,"Biography, Crime, Drama",2007,7.8
Forbidden Games,movie,"Drama, War",1952,8
Carry on Screaming!,movie,"Comedy, Horror",1966,6.7
Sky Captain and the World of Tomorrow,movie,"Action, Adventure, Mystery",2004,6.1
Rush Hour 3,movie,"Action, Comedy, Crime",2007,6.2
Rush Hour 2,movie,"Action, Comedy, Crime",2001,6.7
3:10 to Yuma,movie,"Action, Crime, Drama",2007,7.6
Pumping Iron,movie,"Documentary, Sport",1977,7.3
The Boss of It All,movie,Comedy,2006,6.6
Ardor,movie,"Drama, Romance",2002,5.6
The Polar Express,movie,"Adventure, Animation, Comedy",2004,6.6
The Band's Visit,movie,"Comedy, Drama, Music",2007,7.5
Chaos,movie,"Action, Crime, Drama",2005,6.4
Nobody Is Perfect,movie,"Comedy, Drama",2006,5.8
Idiot Love,movie,Comedy,2004,5.2
"I'm a Cyborg, But That's OK",movie,"Comedy, Drama, Romance",2006,6.9
Battlefield Earth,movie,"Action, Adventure, Sci-Fi",2000,2.5
The Fugitive,movie,"Action, Crime, Drama",1993,7.8
Finder's Fee,movie,"Drama, Thriller",2001,6.2
The Phantom of Liberty,movie,Comedy,1974,7.8
Traitement de choc,movie,"Crime, Drama, Horror",1973,6.1
Six-Pack,movie,Thriller,2000,5.4
The Blue Lagoon,movie,"Adventure, Drama, Romance",1980,5.8
Control,movie,"Biography, Drama, Music",2007,7.6
National Lampoon's Christmas Vacation,movie,Comedy,1989,7.5
Showtime,movie,"Action, Comedy, Crime",2002,5.5
I Know Who Killed Me,movie,"Horror, Mystery, Thriller",2007,3.6
The Mist,movie,"Horror, Sci-Fi, Thriller",2007,7.1
In the Realm of the Senses,movie,"Drama, Romance",1976,6.6
The Secret,movie,"Drama, Mystery, Thriller",1974,6.7
The Pledge,movie,"Crime, Drama, Mystery",2001,6.7
Only Human,movie,"Comedy, Romance",2004,6.8
Fanny and Alexander,movie,Drama,1982,8.1
Along Came Polly,movie,"Comedy, Romance",2004,6
The Umbrellas of Cherbourg,movie,"Drama, Musical, Romance",1964,7.8
The Family Man,movie,"Comedy, Drama, Fantasy",2000,6.8
Miffo,movie,"Comedy, Drama, Romance",2003,5.8
Elling,movie,"Comedy, Drama",2001,7.5
P.S. I Love You,movie,"Comedy, Drama, Romance",2007,7
The Witches of Eastwick,movie,"Comedy, Fantasy, Horror",1987,6.5
Empties,movie,"Comedy, Drama",2007,7.2
Bram Stoker's Dracula,movie,"Fantasy, Horror, Romance",1992,7.4
Fracture,movie,"Crime, Drama, Thriller",2007,7.2
The Burned Barns,movie,"Crime, Drama, Mystery",1973,6.6
Blue Thunder,movie,"Action, Crime, Drama",1983,6.4
Who Finds a Friend Finds a Treasure,movie,"Action, Adventure, Comedy",1981,7.1
Freddy vs. Jason,movie,"Action, Horror",2003,5.7
I Am Legend,movie,"Action, Drama, Horror",2007,7.2
The Dukes of Hazzard,movie,Comedy,2005,5.1
First Knight,movie,"Action, Adventure, Drama",1995,6
Life,movie,"Comedy, Crime, Drama",1999,6.8
The Orphanage,movie,"Drama, Horror, Mystery",2007,7.4
Schtonk,movie,"Comedy, Crime",1992,7.2
To Take a Wife,movie,Drama,2004,7.1
The Rookie,movie,"Action, Crime, Drama",1990,5.9
Zathura: A Space Adventure,movie,"Action, Adventure, Comedy",2005,6.3
Failure to Launch,movie,"Comedy, Romance",2006,5.7
"Watch Out, We're Mad",movie,"Action, Comedy",1974,7.3
Outbreak,movie,"Action, Drama, Thriller",1995,6.6
Something's Gotta Give,movie,"Comedy, Drama, Romance",2003,6.7
The White Massai,movie,"Drama, Romance",2005,6.4
The Baader Meinhof Complex,movie,"Action, Biography, Crime",2008,7.3
No Country for Old Men,movie,"Crime, Drama, Thriller",2007,8.2
Wild Chicks,movie,"Adventure, Family",2005,5.9
Van Helsing,movie,"Action, Adventure, Fantasy",2004,6.1
Perfect Stranger,movie,"Crime, Mystery, Thriller",2007,5.7
Cloverfield,movie,"Action, Horror, Sci-Fi",2008,7
Coach Carter,movie,"Biography, Drama, Sport",2005,7.3
The Punisher,movie,"Action, Crime, Drama",2004,6.4
Matchstick Men,movie,"Comedy, Crime, Drama",2003,7.3
Maid in Manhattan,movie,"Comedy, Drama, Romance",2002,5.4
Juno,movie,"Comedy, Drama",2007,7.4
There Will Be Blood,movie,Drama,2007,8.2
Elite Squad,movie,"Action, Crime, Drama",2007,8
The Bucket List,movie,"Adventure, Comedy, Drama",2007,7.4
Sahara,movie,"Action, Adventure, Comedy",2005,6.1
Chicken Run,movie,"Adventure, Animation, Comedy",2000,7.1
Brothers,movie,"Drama, Thriller, War",2009,7.1
xXx,movie,"Action, Adventure, Drama",2002,5.8
Speed Racer,movie,"Action, Adventure, Comedy",2008,6.1
Vantage Point,movie,"Action, Crime, Drama",2008,6.6
Open Season,movie,"Adventure, Animation, Comedy",2006,6.1
Knockaround Guys,movie,"Crime, Drama, Thriller",2001,6.1
Like Stars on Earth,movie,"Drama, Family",2007,8.3
Water,movie,Drama,2005,7.7
Over the Hedge,movie,"Adventure, Animation, Comedy",2006,6.7
Fearless,movie,"Action, Biography, Drama",2006,7.6
Fun with Dick and Jane,movie,"Comedy, Crime",2005,6.2
Rambo,movie,"Action, Adventure, Thriller",2008,7
The Wave,movie,"Drama, Thriller",2008,7.6
Resident Evil: Extinction,movie,"Action, Horror, Sci-Fi",2007,6.2
Wedding Daze,movie,"Comedy, Romance",2006,5.6
"10,000 BC",movie,"Action, Adventure, Drama",2008,5.1
Rang De Basanti,movie,"Comedy, Crime, Drama",2006,8.1
Before the Devil Knows You're Dead,movie,"Crime, Drama, Thriller",2007,7.3
Caramel,movie,"Comedy, Drama, Romance",2007,7.1
The Kite Runner,movie,Drama,2007,7.6
Penelope,movie,"Comedy, Fantasy, Romance",2006,6.7
Robin Hood: Men in Tights,movie,"Adventure, Comedy, Musical",1993,6.7
Punch-Drunk Love,movie,"Comedy, Drama, Romance",2002,7.3
The Reader,movie,"Drama, Mystery, Romance",2008,7.6
21,movie,"Crime, Drama, Thriller",2008,6.8
Om Shanti Om,movie,"Action, Comedy, Drama",2007,6.8
Broken Embraces,movie,"Drama, Romance, Thriller",2009,7.2
Untraceable,movie,"Crime, Mystery, Thriller",2008,6.2
Napoleon Dynamite,movie,Comedy,2004,7
Midnight in the Garden of Good and Evil,movie,"Crime, Drama, Mystery",1997,6.6
Æon Flux,movie,"Action, Adventure, Sci-Fi",2005,5.4
Dark Habits,movie,"Comedy, Drama",1983,6.5
What Have I Done to Deserve This?,movie,"Comedy, Drama",1984,7.1
High Heels,movie,"Comedy, Drama, Romance",1991,7
Kika,movie,Comedy,1993,6.5
Welcome to the Sticks,movie,"Comedy, Romance",2008,7.1
Disturbia,movie,"Crime, Drama, Mystery",2007,6.8
American Wedding,movie,Comedy,2003,6.3
Paris,movie,"Comedy, Drama, Romance",2008,6.8
The Spirit,movie,"Action, Crime, Fantasy",2008,4.7
Four Brothers,movie,"Action, Crime, Drama",2005,6.8
Howards End,movie,"Drama, Romance",1992,7.4
In Bruges,movie,"Comedy, Crime, Drama",2008,7.9
Step Up 2: The Streets,movie,"Drama, Music, Romance",2008,6.2
REC,movie,"Horror, Mystery, Thriller",2007,7.4
My Big Fat Greek Wedding,movie,"Comedy, Drama, Romance",2002,6.6
Ice Age: Dawn of the Dinosaurs,movie,"Adventure, Animation, Comedy",2009,6.9
Superbad,movie,Comedy,2007,7.6
Robin Hood: Prince of Thieves,movie,"Action, Adventure, Drama",1991,6.9
How High,movie,"Comedy, Fantasy",2001,6.2
My Neighbor Totoro,movie,"Animation, Comedy, Family",1988,8.1
The Hitcher,movie,"Crime, Thriller",2007,5.6
A Man Apart,movie,"Action, Crime, Drama",2003,6
Love Me If You Dare,movie,"Comedy, Drama, Romance",2003,7.5
Carandiru,movie,"Crime, Drama",2003,7.6
Lower City,movie,Drama,2005,6.5
The 6th Day,movie,"Action, Mystery, Sci-Fi",2000,5.9
Never Back Down,movie,"Action, Drama, Sport",2008,6.5
Dumb and Dumber,movie,Comedy,1994,7.3
Hitch,movie,"Comedy, Romance",2005,6.6
Ali,movie,"Biography, Drama, Sport",2001,6.7
Prom Night,movie,Horror,2008,3.9
The Exorcism of Emily Rose,movie,"Drama, Horror, Thriller",2005,6.7
Rivals,movie,"Action, Crime, Drama",2008,6.2
The Isle,movie,"Drama, Thriller",2000,6.9
Deep Impact,movie,"Action, Drama, Sci-Fi",1998,6.2
K-19: The Widowmaker,movie,"Drama, History, Thriller",2002,6.7
Taken,movie,"Action, Crime, Thriller",2008,7.7
Cannibals in the Streets,movie,"Drama, Fantasy, Horror",1980,5.5
Anchorman: The Legend of Ron Burgundy,movie,Comedy,2004,7.1
The Black Balloon,movie,"Drama, Romance",2008,7.2
Eagle vs Shark,movie,"Comedy, Romance",2007,6.7
Christine,movie,"Horror, Thriller",1983,6.8
Mad Max 2: The Road Warrior,movie,"Action, Adventure, Sci-Fi",1981,7.6
My Life as a Dog,movie,"Comedy, Drama",1985,7.6
Timecop,movie,"Action, Crime, Sci-Fi",1994,5.9
Il Divo,movie,"Biography, Drama",2008,7.2
Double Trouble,movie,"Action, Comedy",1984,7.1
Conspiracy Theory,movie,"Action, Drama, Mystery",1997,6.7
Legally Blonde,movie,"Comedy, Romance",2001,6.5
Mercury Rising,movie,"Action, Crime, Drama",1998,6.1
Casper,movie,"Comedy, Family, Fantasy",1995,6.2
Jumanji,movie,"Adventure, Comedy, Family",1995,7.1
The Bank Job,movie,"Crime, Drama, Thriller",2008,7.2
Alfie,movie,"Comedy, Drama, Romance",2004,6.2
The Karate Kid Part II,movie,"Action, Family, Sport",1986,6.1
How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",2000,6.3
My Best Friend's Wedding,movie,"Comedy, Drama, Romance",1997,6.3
Pale Rider,movie,"Drama, Western",1985,7.3
Gomorrah,movie,"Crime, Drama",2008,7
Lion's Den,movie,"Crime, Drama",2008,7
Wanted,movie,"Action, Crime, Thriller",2008,6.7
Deep Blue Sea,movie,"Action, Adventure, Sci-Fi",1999,5.9
Salt of This Sea,movie,"Drama, Romance",2008,6.8
Tokyo!,movie,"Comedy, Drama, Fantasy",2008,7
I Love You Phillip Morris,movie,"Biography, Comedy, Crime",2009,6.6
Hancock,movie,"Action, Comedy, Drama",2008,6.4
Bad Boys II,movie,"Action, Comedy, Crime",2003,6.6
Twilight,movie,"Drama, Fantasy, Romance",2008,5.3
Boogeyman,movie,"Drama, Horror, Mystery",2005,4.2
The Protector,movie,"Action, Crime, Drama",2005,7
Disclosure,movie,"Drama, Thriller",1994,6.2
Friends with Money,movie,"Comedy, Drama, Romance",2006,5.8
Just Like Heaven,movie,"Comedy, Drama, Fantasy",2005,6.7
Midnight Run,movie,"Action, Comedy, Crime",1988,7.5
Spirit: Stallion of the Cimarron,movie,"Adventure, Animation, Drama",2002,7.2
The Eye,movie,"Horror, Mystery",2008,5.4
Big Daddy,movie,"Comedy, Drama",1999,6.4
The Cave,movie,"Adventure, Horror, Sci-Fi",2005,5.1
Only You,movie,"Comedy, Romance",1994,6.5
Just Cause,movie,"Action, Crime, Drama",1995,6.4
Little Man,movie,"Comedy, Crime",2006,4.5
Black Book,movie,"Drama, Thriller, War",2006,7.7
Spies Like Us,movie,"Adventure, Comedy",1985,6.4
Young Guns II,movie,"Action, Drama, Western",1990,6.5
The Craft,movie,"Drama, Fantasy, Horror",1996,6.4
Kopps,movie,"Action, Comedy",2003,6.7
S.W.A.T.,movie,"Action, Adventure, Crime",2003,6.1
Bibi Blocksberg,movie,"Comedy, Family, Fantasy",2002,5.3
Now and Then,movie,"Comedy, Drama, Romance",1995,6.8
Eraser,movie,"Action, Crime, Thriller",1996,6.2
Ace Ventura: When Nature Calls,movie,"Adventure, Comedy, Crime",1995,6.4
The Faculty,movie,"Horror, Mystery, Sci-Fi",1998,6.6
Final Destination 3,movie,"Horror, Thriller",2006,5.8
The Longest Yard,movie,"Comedy, Crime, Sport",2005,6.4
Hudson Hawk,movie,"Action, Adventure, Comedy",1991,5.7
Monster House,movie,"Animation, Comedy, Family",2006,6.7
Ali G Indahouse,movie,Comedy,2002,6.2
Thesis,movie,"Crime, Horror, Mystery",1996,7.4
Smilla's Sense of Snow,movie,"Crime, Drama, Mystery",1997,6.3
Mortal Kombat,movie,"Action, Adventure, Fantasy",1995,5.8
Ong-Bak: The Thai Warrior,movie,"Action, Crime, Thriller",2003,7.1
The Last Boy Scout,movie,"Action, Comedy, Crime",1991,7
Ghost in the Shell,movie,"Action, Animation, Crime",1995,7.9
The Scorpion King,movie,"Action, Adventure, Fantasy",2002,5.5
Transporter 2,movie,"Action, Crime, Thriller",2005,6.3
Click,movie,"Comedy, Drama, Fantasy",2006,6.4
The Goonies,movie,"Adventure, Comedy, Family",1985,7.7
The Core,movie,"Action, Adventure, Sci-Fi",2003,5.5
The Mask of Zorro,movie,"Action, Adventure, Comedy",1998,6.8
EuroTrip,movie,Comedy,2004,6.6
Look Who's Talking Too,movie,"Comedy, Family, Romance",1990,4.7
Final Destination 2,movie,"Horror, Thriller",2003,6.2
Maverick,movie,"Action, Adventure, Comedy",1994,7
Anaconda,movie,"Action, Adventure, Horror",1997,4.9
The Last of the Mohicans,movie,"Action, Adventure, Drama",1992,7.6
Tremors,movie,"Comedy, Horror",1990,7.2
Donnie Brasco,movie,"Biography, Crime, Drama",1997,7.7
Ferris Bueller's Day Off,movie,Comedy,1986,7.8
Starsky & Hutch,movie,"Comedy, Crime",2004,6.1
The Twelve Tasks of Asterix,movie,"Adventure, Animation, Comedy",1976,7.6
In the Line of Fire,movie,"Action, Crime, Drama",1993,7.2
Jerry Maguire,movie,"Comedy, Drama, Romance",1996,7.3
The Descent,movie,"Adventure, Horror, Thriller",2005,7.2
Before the Fall,movie,"Drama, Sport, Thriller",2004,7.4
They Call Me Trinity,movie,"Comedy, Western",1970,7.4
Above the Law,movie,"Action, Crime, Drama",1988,6
Evolution,movie,"Comedy, Sci-Fi",2001,6.1
Zoolander,movie,Comedy,2001,6.5
Surf's Up,movie,"Adventure, Animation, Comedy",2007,6.7
Fallen,movie,"Action, Crime, Drama",1998,7
Murder at 1600,movie,"Action, Crime, Drama",1997,6.1
A Civil Action,movie,"Biography, Drama",1998,6.6
A Night at the Roxbury,movie,"Comedy, Music, Romance",1998,6.2
Kiss the Girls,movie,"Crime, Drama, Mystery",1997,6.6
The Nameless,movie,"Drama, Horror, Mystery",1999,5.8
Stepmom,movie,"Comedy, Drama",1998,6.8
Apt Pupil,movie,"Crime, Drama, Thriller",1998,6.7
The Big Hit,movie,"Action, Comedy, Crime",1998,6.1
Election,movie,"Comedy, Romance",1999,7.2
The Crow: Salvation,movie,"Action, Crime, Fantasy",2000,4.9
Kung Fu Hustle,movie,"Action, Comedy, Fantasy",2004,7.7
Charlie's Angels: Full Throttle,movie,"Action, Adventure, Comedy",2003,4.9
"South Park: Bigger, Longer & Uncut",movie,"Animation, Comedy, Fantasy",1999,7.7
A Knight's Tale,movie,"Action, Adventure, Romance",2001,7
The Bone Collector,movie,"Crime, Drama, Mystery",1999,6.7
Johnny English,movie,"Action, Adventure, Comedy",2003,6.3
Look Who's Talking,movie,Comedy,1989,5.9
Kung Fu Panda,movie,"Action, Adventure, Animation",2008,7.6
Glengarry Glen Ross,movie,"Crime, Drama, Mystery",1992,7.7
Anger Management,movie,Comedy,2003,6.3
Lantana,movie,"Drama, Mystery, Romance",2001,7.2
RV,movie,"Adventure, Comedy, Family",2006,5.6
Final Destination,movie,"Horror, Thriller",2000,6.7
Red Dragon,movie,"Crime, Drama, Thriller",2002,7.2
Jersey Girl,movie,"Comedy, Drama, Romance",2004,6.2
Feardotcom,movie,"Crime, Horror, Thriller",2002,3.4
House of Flying Daggers,movie,"Action, Adventure, Drama",2004,7.5
The Exorcist,movie,Horror,1973,8.1
Rabbit-Proof Fence,movie,"Adventure, Biography, Drama",2002,7.4
No More School,movie,"Comedy, Drama",2000,6.4
Tears of the Sun,movie,"Action, Drama, Thriller",2003,6.6
Hard to Kill,movie,"Action, Crime, Drama",1990,5.8
More Ants in the Pants,movie,"Comedy, Fantasy, Romance",2002,4.6
Blood Work,movie,"Action, Crime, Drama",2002,6.4
Little Women,movie,"Drama, Family, Romance",1994,7.3
Last Action Hero,movie,"Action, Adventure, Comedy",1993,6.5
Babe,movie,"Comedy, Drama, Family",1995,6.9
Clueless,movie,"Comedy, Romance",1995,6.9
Single White Female,movie,"Drama, Thriller",1992,6.4
Happy Gilmore,movie,"Comedy, Sport",1996,7
The Fast and the Furious: Tokyo Drift,movie,"Action, Crime, Thriller",2006,6.1
Tango & Cash,movie,"Action, Comedy, Crime",1989,6.4
Dante's Peak,movie,"Action, Adventure, Thriller",1997,6
Elizabethtown,movie,"Comedy, Drama, Romance",2005,6.3
Beverly Hills Ninja,movie,"Action, Comedy",1997,5.6
The Juror,movie,"Crime, Drama, Thriller",1996,5.7
The Glimmer Man,movie,"Action, Comedy, Crime",1996,5.4
The Negotiator,movie,"Action, Crime, Drama",1998,7.3
Scooby-Doo,movie,"Adventure, Comedy, Family",2002,5.3
Ghost Ship,movie,"Horror, Mystery, Thriller",2002,5.6
Here Is Your Life,movie,Drama,1966,7.3
The Italian Job,movie,"Action, Crime, Thriller",2003,7
She's the Man,movie,"Comedy, Romance, Sport",2006,6.4
Mad Max,movie,"Action, Adventure, Sci-Fi",1979,6.8
Glory,movie,"Biography, Drama, History",1989,7.8
Ju-On: The Grudge 2,movie,"Drama, Horror, Mystery",2003,6.3
Ring 2,movie,"Horror, Mystery, Sci-Fi",1999,5.9
Ring 0: Birthday,movie,"Horror, Mystery, Thriller",2000,5.9
The Black Dahlia,movie,"Crime, Drama, Mystery",2006,5.6
Assassins,movie,"Action, Crime, Thriller",1995,6.3
One Missed Call,movie,"Horror, Mystery",2003,6.2
North Country,movie,Drama,2005,7.3
Spiral,movie,"Drama, Fantasy, Horror",1998,5.2
Talladega Nights: The Ballad of Ricky Bobby,movie,"Comedy, Sport",2006,6.6
7 Seconds,movie,"Action, Comedy, Crime",2005,4.8
Bewitched,movie,"Comedy, Fantasy, Romance",2005,4.8
Love Me No More,movie,"Drama, Romance",2008,7.1
Bad Boys,movie,"Action, Comedy, Crime",1995,6.8
Demolition Man,movie,"Action, Sci-Fi, Thriller",1993,6.7
Jack Frost,movie,"Comedy, Drama, Family",1998,5.4
Firewall,movie,"Action, Crime, Thriller",2006,5.8
Norbit,movie,"Comedy, Romance",2007,4.2
Cellular,movie,"Action, Crime, Thriller",2004,6.5
Step Up,movie,"Crime, Drama, Music",2006,6.5
Gridiron Gang,movie,"Biography, Crime, Drama",2006,7.1
Lolita,movie,"Drama, Romance",1997,6.8
Major League: Back to the Minors,movie,"Comedy, Sport",1998,4.7
Serendipity,movie,"Comedy, Romance",2001,6.8
The Sisterhood of the Traveling Pants,movie,"Comedy, Drama, Romance",2005,6.5
Accepted,movie,Comedy,2006,6.4
The Fast and the Furious,movie,"Action, Crime, Thriller",2001,6.8
Bridget Jones: The Edge of Reason,movie,"Comedy, Drama, Romance",2004,6
Seven Dwarves,movie,"Comedy, Family, Fantasy",2004,4.8
Save the Last Dance,movie,"Drama, Music, Romance",2001,6.2
Mortal Kombat: Annihilation,movie,"Action, Adventure, Fantasy",1997,3.6
